Time_s,Gen_AC_V,Inv_AC_V,Inv_AC_A,Inv_AC_W,Bat_DC_V,MPPT_DC_A,MPPT_DC_W,Bat_SoC_Pct,Bat_Energy_Wh,Inv_DC_A,Inv_DC_W,Inv_Efficiency_Pct,Rotor_RPM,Temp_Gen_C,Temp_Box_C,Temp_ESP_C
194.0,39.7,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
195.0,72.4,92.4,0.09,7.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
196.0,112.5,144.9,0.12,14.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
197.0,37.3,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
198.0,125.8,164.6,0.12,17.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
199.0,56.6,68.5,0.09,5.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
200.0,56.6,70.5,0.09,5.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
201.0,115.7,149.8,0.12,15.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
202.0,61.5,76.4,0.07,4.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
203.0,133.3,176.7,0.11,16.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
204.0,110.4,140.3,0.10,11.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
205.0,76.7,97.0,0.08,6.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
206.0,161.4,210.8,0.13,22.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
207.0,66.6,76.4,0.07,4.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
208.0,97.5,122.6,0.09,9.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
209.0,150.3,196.0,0.12,19.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
210.0,53.5,66.9,0.07,4.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
211.0,141.1,180.9,0.12,18.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
212.0,34.4,46.5,0.09,3.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
213.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
214.0,157.1,204.9,0.13,21.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
215.0,46.9,57.0,0.07,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
216.0,130.7,173.1,0.12,17.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
217.0,93.9,117.0,0.09,9.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
218.0,50.3,63.6,0.08,4.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
219.0,107.0,136.4,0.12,14.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
220.0,50.6,59.0,0.07,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
221.0,118.6,157.7,0.11,15.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
222.0,93.9,118.3,0.10,9.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
223.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
224.0,119.3,153.4,0.12,16.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
225.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
226.0,44.8,56.1,0.10,4.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
227.0,101.4,128.5,0.11,12.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
228.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
229.0,114.0,147.5,0.13,15.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
230.0,34.4,46.5,0.08,3.0,0.01,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
231.0,41.4,50.2,0.09,4.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
232.0,111.8,138.7,0.11,13.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
233.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
234.0,115.9,149.5,0.13,16.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
235.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2024,31.3,29.4,53.3
236.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2081,31.3,29.4,53.3
237.0,36.5,46.5,0.09,3.7,0.01,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2679,31.3,29.4,53.3
238.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
239.0,101.6,129.8,0.12,13.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
240.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
241.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1368,31.3,29.4,53.3
242.0,117.4,150.1,0.12,15.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,536,31.3,29.4,53.3
243.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
244.0,103.3,130.8,0.12,13.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
245.0,44.0,50.8,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
246.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
247.0,113.5,146.9,0.12,15.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
248.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
249.0,107.7,140.3,0.12,14.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
250.0,34.4,46.5,0.08,3.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
251.0,37.0,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
252.0,110.1,137.7,0.11,13.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
253.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
254.0,87.6,114.7,0.12,11.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,7440,31.3,29.4,53.3
255.0,51.3,60.6,0.09,4.6,0.02,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2143,31.3,29.4,53.3
256.0,34.4,46.5,0.08,3.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
257.0,110.1,141.3,0.12,14.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
258.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,4524,31.4,29.4,53.3
259.0,68.5,88.8,0.11,8.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
260.0,71.6,86.9,0.10,7.2,0.01,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
261.0,34.4,46.5,0.08,3.2,0.03,0.00,0.0,0.0,0.0,0.00,0.0,0.0,119,31.4,29.4,53.3
262.0,110.1,141.3,0.12,14.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,714,31.4,29.4,53.3
263.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
264.0,37.8,46.5,0.10,4.1,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
265.0,53.5,63.3,0.09,4.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
266.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
267.0,37.5,46.5,0.10,3.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
268.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1011,31.3,29.4,53.3
269.0,94.4,119.6,0.12,12.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,892,31.4,29.4,53.3
270.0,34.4,46.5,0.08,3.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
271.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.4,29.4,53.3
272.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
273.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2022,31.3,29.4,53.3
274.0,91.5,116.0,0.12,11.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
275.0,34.4,46.5,0.07,3.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,59,31.3,29.4,53.3
276.0,62.2,79.3,0.11,7.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,654,31.3,29.4,53.3
277.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1487,31.3,29.4,53.3
278.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1427,31.3,29.4,53.3
279.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,16591,31.3,29.4,53.3
280.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,5880,31.3,29.4,53.3
281.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,14212,31.3,29.4,53.3
282.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2340,31.3,29.4,53.3
283.0,49.6,59.3,0.11,5.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
284.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
285.0,34.4,46.5,0.10,3.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
286.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
287.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
288.0,34.4,46.5,0.10,3.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
289.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2440,31.3,29.4,53.3
290.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
291.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
292.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,119,31.3,29.4,53.3
293.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,714,31.3,29.4,53.3
294.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1487,31.3,29.4,53.3
295.0,103.6,132.8,0.13,14.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
296.0,34.4,46.5,0.07,2.8,0.01,0.00,0.0,0.0,0.0,0.00,0.0,0.0,595,31.3,29.4,53.3
297.0,44.5,56.1,0.10,4.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
298.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
299.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
300.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,19861,31.3,29.4,53.3
301.0,34.4,46.5,0.10,3.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,73680,31.3,29.4,53.3
302.0,34.4,46.5,0.10,3.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,2460,31.3,29.4,53.3
303.0,34.4,46.5,0.07,2.8,0.01,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1427,31.3,29.4,53.3
304.0,56.4,72.1,0.11,6.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,178,31.3,29.4,53.3
305.0,54.5,64.2,0.10,5.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,595,31.3,29.4,53.3
306.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1070,31.3,29.4,53.3
307.0,93.9,119.3,0.12,12.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,952,31.3,29.4,53.3
308.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1665,31.3,29.4,53.3
309.0,72.8,95.7,0.12,9.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,773,31.3,29.4,53.3
310.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,28900,31.3,29.4,53.3
311.0,34.4,46.5,0.09,3.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1380,31.3,29.4,53.3
312.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,535,31.3,29.4,53.3
313.0,100.9,129.2,0.12,13.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,714,31.3,29.4,53.3
314.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,476,31.2,29.4,53.3
315.0,94.4,115.4,0.12,11.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1011,31.3,29.4,53.3
316.0,34.4,46.5,0.08,3.3,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,60,31.2,29.4,53.3
317.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
318.0,94.6,120.0,0.12,12.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
319.0,34.4,46.5,0.07,3.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,22597,31.3,29.4,53.3
320.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,7500,31.2,29.4,53.3
321.0,86.9,106.5,0.12,10.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,80694,31.2,29.4,53.3
322.0,75.3,96.4,0.12,9.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,720,31.2,29.4,53.3
323.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.2,29.4,53.3
324.0,34.4,46.5,0.09,3.5,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,119,31.3,29.4,53.3
325.0,93.9,118.3,0.12,11.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,536,31.2,29.4,53.3
326.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,50545,31.3,29.4,53.3
327.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,780,31.3,29.4,53.3
328.0,90.8,117.0,0.12,12.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,476,31.2,29.4,53.3
329.0,34.4,46.5,0.08,3.2,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1130,31.2,29.4,53.3
330.0,34.4,46.5,0.09,3.7,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1070,31.3,29.4,53.3
331.0,98.3,122.3,0.12,12.0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,952,31.2,29.4,53.3
332.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1724,31.3,29.4,53.3
333.0,86.9,115.7,0.12,11.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,1249,31.3,29.4,53.3
334.0,34.4,46.5,0.07,2.8,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,357,31.2,29.4,53.3
335.0,43.6,53.8,0.10,4.6,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.2,29.4,53.3
336.0,70.9,86.5,0.10,7.4,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,179,31.3,29.4,53.3
337.0,34.4,46.5,0.07,2.9,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0,31.3,29.4,53.3
