Time_s,Gen_AC_V,Inv_AC_V,Inv_AC_A,Inv_AC_W,Bat_DC_V,MPPT_DC_A,MPPT_DC_W,Bat_SoC_Pct,Bat_Energy_Wh,Inv_DC_A,Inv_DC_W,Inv_Efficiency_Pct,Rotor_RPM,Temp_Gen_C,Temp_Box_C,Temp_ESP_C
22.0,0.0,0.0,0.00,0.0,12.86,0.64,8.2,100.0,780.0,0.00,0.0,0.0,202,31.3,30.6,65.0
23.0,0.0,0.0,0.00,0.0,12.87,0.47,5.0,100.0,780.0,0.00,0.0,0.0,366,31.2,30.6,65.0
24.0,0.0,0.0,0.00,0.0,12.89,0.69,8.9,100.0,780.0,0.00,0.0,0.0,533,31.3,30.6,64.4
25.0,0.0,0.0,0.00,0.0,12.87,0.82,9.7,100.0,780.0,0.00,0.0,0.0,206,31.2,30.6,65.0
26.0,0.0,0.0,0.00,0.0,12.88,0.57,7.3,100.0,780.0,0.00,0.0,0.0,530,31.3,30.6,64.4
27.0,0.0,0.0,0.00,0.0,12.86,0.61,6.9,100.0,780.0,0.00,0.0,0.0,341,31.2,30.6,64.4
28.0,0.0,0.0,0.00,0.0,12.87,0.66,8.5,100.0,780.0,0.00,0.0,0.0,543,31.2,30.6,64.4
29.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,538,31.2,30.6,65.0
30.0,0.0,0.0,0.00,0.0,12.86,0.51,5.7,100.0,780.0,0.00,0.0,0.0,336,31.2,30.6,64.4
31.0,0.0,0.0,0.00,0.0,12.86,0.47,6.9,100.0,780.0,0.00,0.0,0.0,206,31.2,30.6,64.4
32.0,0.0,0.0,0.00,0.0,12.90,0.73,10.6,100.0,780.0,0.00,0.0,0.0,337,31.3,30.6,64.4
33.0,0.0,0.0,0.00,0.0,12.86,0.58,7.4,100.0,780.0,0.00,0.0,0.0,332,31.3,30.6,65.0
34.0,0.0,0.0,0.00,0.0,12.88,0.65,9.0,100.0,780.0,0.00,0.0,0.0,205,31.2,30.6,65.0
35.0,0.0,0.0,0.00,0.0,12.87,0.64,8.4,100.0,780.0,0.00,0.0,0.0,313,31.3,30.6,64.4
36.0,0.0,0.0,0.00,0.0,12.88,0.69,8.9,100.0,780.0,0.00,0.0,0.0,541,31.2,30.6,64.4
37.0,0.0,0.0,0.00,0.0,12.87,0.60,8.4,100.0,780.0,0.00,0.0,0.0,539,31.3,30.6,65.0
38.0,0.0,0.0,0.00,0.0,12.88,0.68,8.8,100.0,780.0,0.00,0.0,0.0,340,31.3,30.6,65.0
39.0,0.0,0.0,0.00,0.0,12.87,0.68,8.2,100.0,780.0,0.00,0.0,0.0,207,31.3,30.6,64.4
40.0,0.0,0.0,0.00,0.0,12.90,0.82,10.6,100.0,780.0,0.00,0.0,0.0,208,31.3,30.6,65.0
41.0,0.0,0.0,0.00,0.0,12.85,0.41,5.2,100.0,780.0,0.00,0.0,0.0,275,31.3,30.6,64.4
42.0,0.0,0.0,0.00,0.0,12.86,0.67,8.6,100.0,780.0,0.00,0.0,0.0,497,31.3,30.6,64.4
43.0,0.0,0.0,0.00,0.0,12.88,0.65,9.5,100.0,780.0,0.00,0.0,0.0,209,31.2,30.6,64.4
44.0,0.0,0.0,0.00,0.0,12.88,0.74,9.4,100.0,780.0,0.00,0.0,0.0,337,31.2,30.6,64.4
45.0,0.0,0.0,0.00,0.0,12.85,0.36,4.6,100.0,780.0,0.00,0.0,0.0,333,31.3,30.6,64.4
46.0,0.0,0.0,0.00,0.0,12.88,0.68,8.8,100.0,780.0,0.00,0.0,0.0,206,31.2,30.6,64.4
47.0,0.0,0.0,0.00,0.0,12.87,0.81,10.5,100.0,780.0,0.00,0.0,0.0,235,31.2,30.6,64.4
48.0,0.0,0.0,0.00,0.0,12.86,0.58,8.1,100.0,780.0,0.00,0.0,0.0,501,31.2,30.6,65.0
49.0,0.0,0.0,0.00,0.0,12.87,0.72,9.3,100.0,780.0,0.00,0.0,0.0,534,31.2,30.6,64.4
50.0,0.0,0.0,0.00,0.0,12.87,0.65,7.6,100.0,780.0,0.00,0.0,0.0,340,31.2,30.6,65.0
51.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,210,31.2,30.6,64.4
52.0,0.0,0.0,0.00,0.0,12.88,0.70,8.9,100.0,780.0,0.00,0.0,0.0,392,31.2,30.6,65.0
53.0,0.0,0.0,0.00,0.0,12.87,0.48,7.3,100.0,780.0,0.00,0.0,0.0,544,31.3,30.6,64.4
54.0,0.0,0.0,0.00,0.0,12.86,0.72,9.3,100.0,780.0,0.00,0.0,0.0,546,31.3,30.6,65.0
55.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,283,31.2,30.6,65.0
56.0,0.0,0.0,0.00,0.0,12.88,0.69,8.9,100.0,780.0,0.00,0.0,0.0,510,31.3,30.6,65.0
57.0,0.0,0.0,0.00,0.0,12.88,0.82,10.4,100.0,780.0,0.00,0.0,0.0,451,31.2,30.6,65.0
58.0,0.0,0.0,0.00,0.0,12.86,0.58,7.7,100.0,780.0,0.00,0.0,0.0,338,31.2,30.6,65.0
59.0,0.0,0.0,0.00,0.0,12.87,0.68,8.7,100.0,780.0,0.00,0.0,0.0,340,31.2,30.6,64.4
60.0,0.0,0.0,0.00,0.0,12.88,0.82,10.6,100.0,780.0,0.00,0.0,0.0,546,31.2,30.6,65.0
61.0,0.0,0.0,0.00,0.0,12.87,0.59,7.2,100.0,780.0,0.00,0.0,0.0,355,31.3,30.6,65.0
62.0,0.0,0.0,0.00,0.0,12.88,0.82,10.6,100.0,780.0,0.00,0.0,0.0,534,31.2,30.6,64.4
63.0,0.0,0.0,0.00,0.0,12.86,0.60,7.7,100.0,780.0,0.00,0.0,0.0,366,31.2,30.6,64.4
64.0,0.0,0.0,0.00,0.0,12.86,0.71,8.1,100.0,780.0,0.00,0.0,0.0,336,31.2,30.6,64.4
65.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,538,31.2,30.6,65.0
66.0,0.0,0.0,0.00,0.0,12.87,0.63,9.0,100.0,780.0,0.00,0.0,0.0,208,31.3,30.6,65.0
67.0,0.0,0.0,0.00,0.0,12.86,0.57,7.1,100.0,780.0,0.00,0.0,0.0,358,31.2,30.6,65.0
68.0,0.0,0.0,0.00,0.0,12.88,0.67,9.6,100.0,780.0,0.00,0.0,0.0,206,31.2,30.6,65.0
69.0,0.0,0.0,0.00,0.0,12.87,0.53,6.9,100.0,780.0,0.00,0.0,0.0,212,31.2,30.6,65.0
70.0,0.0,0.0,0.00,0.0,12.85,0.40,5.9,100.0,780.0,0.00,0.0,0.0,335,31.3,30.6,64.4
71.0,0.0,0.0,0.00,0.0,12.87,0.63,8.2,100.0,780.0,0.00,0.0,0.0,538,31.2,30.6,64.4
72.0,0.0,0.0,0.00,0.0,12.87,0.53,6.9,100.0,780.0,0.00,0.0,0.0,332,31.2,30.6,65.0
73.0,0.0,0.0,0.00,0.0,12.88,0.82,10.5,100.0,780.0,0.00,0.0,0.0,338,31.2,30.6,64.4
74.0,0.0,0.0,0.00,0.0,12.86,0.53,6.8,100.0,780.0,0.00,0.0,0.0,207,31.2,30.6,65.6
75.0,0.0,0.0,0.00,0.0,12.88,0.68,9.9,100.0,780.0,0.00,0.0,0.0,527,31.2,30.6,64.4
76.0,0.0,0.0,0.00,0.0,12.88,0.81,10.6,100.0,780.0,0.00,0.0,0.0,341,31.2,30.6,64.4
77.0,0.0,0.0,0.00,0.0,12.86,0.38,4.1,100.0,780.0,0.00,0.0,0.0,340,31.2,30.6,65.0
78.0,0.0,0.0,0.00,0.0,12.87,0.67,10.1,100.0,780.0,0.00,0.0,0.0,545,31.3,30.6,64.4
79.0,0.0,0.0,0.00,0.0,12.86,0.51,6.6,100.0,780.0,0.00,0.0,0.0,331,31.2,30.6,65.0
80.0,0.0,0.0,0.00,0.0,12.88,0.69,8.9,100.0,780.0,0.00,0.0,0.0,296,31.3,30.6,65.0
81.0,0.0,0.0,0.00,0.0,12.87,0.67,7.7,100.0,780.0,0.00,0.0,0.0,342,31.2,30.6,65.0
82.0,0.0,0.0,0.00,0.0,12.88,0.70,9.0,100.0,780.0,0.00,0.0,0.0,340,31.3,30.6,64.4
83.0,0.0,0.0,0.00,0.0,12.85,0.58,7.1,100.0,780.0,0.00,0.0,0.0,337,31.2,30.6,65.0
84.0,0.0,0.0,0.00,0.0,12.87,0.81,10.5,100.0,780.0,0.00,0.0,0.0,207,31.2,30.6,64.4
85.0,0.0,0.0,0.00,0.0,12.88,0.68,7.8,100.0,780.0,0.00,0.0,0.0,340,31.2,30.6,64.4
86.0,0.0,0.0,0.00,0.0,12.88,0.82,10.5,100.0,780.0,0.00,0.0,0.0,451,31.2,30.6,65.0
87.0,0.0,0.0,0.00,0.0,12.86,0.48,6.2,100.0,780.0,0.00,0.0,0.0,342,31.2,30.6,65.0
88.0,0.0,0.0,0.00,0.0,12.88,0.63,8.1,100.0,780.0,0.00,0.0,0.0,545,31.2,30.6,65.0
89.0,0.0,0.0,0.00,0.0,12.88,0.82,10.5,100.0,780.0,0.00,0.0,0.0,541,31.3,30.6,65.0
90.0,0.0,0.0,0.00,0.0,12.88,0.67,8.7,100.0,780.0,0.00,0.0,0.0,354,31.3,30.6,65.0
91.0,0.0,0.0,0.00,0.0,12.87,0.58,7.5,100.0,780.0,0.00,0.0,0.0,339,31.2,30.6,65.0
92.0,0.0,0.0,0.00,0.0,12.88,0.69,8.0,100.0,780.0,0.00,0.0,0.0,209,31.3,30.6,65.0
93.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,307,31.2,30.6,65.0
94.0,0.0,0.0,0.00,0.0,12.86,0.49,6.7,100.0,780.0,0.00,0.0,0.0,538,31.2,30.6,65.0
95.0,0.0,0.0,0.00,0.0,12.87,0.68,8.7,100.0,780.0,0.00,0.0,0.0,279,31.2,30.6,65.0
96.0,0.0,0.0,0.00,0.0,12.89,0.82,10.2,100.0,780.0,0.00,0.0,0.0,342,31.2,30.6,65.0
97.0,0.0,0.0,0.00,0.0,12.86,0.65,7.8,100.0,780.0,0.00,0.0,0.0,468,31.2,30.6,65.0
98.0,0.0,0.0,0.00,0.0,12.87,0.54,6.9,100.0,780.0,0.00,0.0,0.0,377,31.2,30.6,65.0
99.0,0.0,0.0,0.00,0.0,12.88,0.73,9.2,100.0,780.0,0.00,0.0,0.0,544,31.2,30.6,65.0
100.0,0.0,0.0,0.00,0.0,12.90,0.82,10.6,100.0,780.0,0.00,0.0,0.0,338,31.2,30.6,65.0
101.0,0.0,0.0,0.00,0.0,12.88,0.61,7.9,100.0,780.0,0.00,0.0,0.0,536,31.3,30.6,65.0
102.0,0.0,0.0,0.00,0.0,12.87,0.69,8.8,100.0,780.0,0.00,0.0,0.0,540,31.2,30.5,65.0
103.0,0.0,0.0,0.00,0.0,12.86,0.50,7.0,100.0,780.0,0.00,0.0,0.0,537,31.3,30.6,64.4
104.0,0.0,0.0,0.00,0.0,12.88,0.82,10.5,100.0,780.0,0.00,0.0,0.0,207,31.2,30.6,65.0
105.0,0.0,0.0,0.00,0.0,12.86,0.77,8.8,100.0,780.0,0.00,0.0,0.0,340,31.2,30.6,65.0
106.0,0.0,0.0,0.00,0.0,12.86,0.82,10.5,100.0,780.0,0.00,0.0,0.0,209,31.2,30.6,65.0
107.0,0.0,0.0,0.00,0.0,12.85,0.46,6.5,100.0,780.0,0.00,0.0,0.0,277,31.2,30.6,65.0
108.0,0.0,0.0,0.00,0.0,12.86,0.42,5.8,100.0,780.0,0.00,0.0,0.0,208,31.2,30.6,65.0
109.0,0.0,0.0,0.00,0.0,12.86,0.65,8.4,100.0,780.0,0.00,0.0,0.0,504,31.2,30.6,65.0
110.0,0.0,0.0,0.00,0.0,12.88,0.68,8.5,100.0,780.0,0.00,0.0,0.0,344,31.2,30.5,64.4
111.0,0.0,0.0,0.00,0.0,12.87,0.57,7.3,100.0,780.0,0.00,0.0,0.0,340,31.2,30.5,65.0
112.0,0.0,0.0,0.00,0.0,12.87,0.49,7.0,100.0,780.0,0.00,0.0,0.0,334,31.2,30.6,64.4
113.0,0.0,0.0,0.00,0.0,12.87,0.66,9.3,100.0,780.0,0.00,0.0,0.0,451,31.3,30.6,64.4
114.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,207,31.3,30.6,64.4
115.0,0.0,0.0,0.00,0.0,12.88,0.82,10.5,100.0,780.0,0.00,0.0,0.0,207,31.2,30.6,64.4
116.0,0.0,0.0,0.00,0.0,12.86,0.64,7.6,100.0,780.0,0.00,0.0,0.0,541,31.2,30.6,65.0
117.0,0.0,0.0,0.00,0.0,12.86,0.71,9.2,100.0,780.0,0.00,0.0,0.0,539,31.2,30.5,65.0
118.0,0.0,0.0,0.00,0.0,12.88,0.54,7.6,100.0,780.0,0.00,0.0,0.0,339,31.2,30.5,65.0
119.0,0.0,0.0,0.00,0.0,12.87,0.58,7.5,100.0,780.0,0.00,0.0,0.0,342,31.3,30.6,65.0
120.0,0.0,0.0,0.00,0.0,12.88,0.81,10.5,100.0,780.0,0.00,0.0,0.0,549,31.2,30.6,65.0
121.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,488,31.2,30.6,64.4
122.0,0.0,0.0,0.00,0.0,12.87,0.57,7.4,100.0,780.0,0.00,0.0,0.0,209,31.3,30.6,65.0
123.0,0.0,0.0,0.00,0.0,12.88,0.66,8.9,100.0,780.0,0.00,0.0,0.0,209,31.2,30.6,65.0
124.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,208,31.2,30.6,65.0
125.0,0.0,0.0,0.00,0.0,12.87,0.68,8.6,100.0,780.0,0.00,0.0,0.0,535,31.2,30.5,65.0
126.0,0.0,0.0,0.00,0.0,12.87,0.66,8.5,100.0,780.0,0.00,0.0,0.0,206,31.2,30.6,65.0
127.0,0.0,0.0,0.00,0.0,12.89,0.73,9.4,100.0,780.0,0.00,0.0,0.0,208,31.2,30.5,64.4
128.0,0.0,0.0,0.00,0.0,12.85,0.43,6.7,100.0,780.0,0.00,0.0,0.0,206,31.2,30.5,65.0
129.0,0.0,0.0,0.00,0.0,12.86,0.63,8.1,100.0,780.0,0.00,0.0,0.0,204,31.2,30.5,65.0
130.0,0.0,0.0,0.00,0.0,12.88,0.64,8.2,100.0,780.0,0.00,0.0,0.0,333,31.2,30.6,65.0
131.0,0.0,0.0,0.00,0.0,12.89,0.79,8.8,100.0,780.0,0.00,0.0,0.0,355,31.2,30.5,65.0
132.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,205,31.3,30.5,65.0
133.0,0.0,0.0,0.00,0.0,12.86,0.50,6.5,100.0,780.0,0.00,0.0,0.0,237,31.2,30.6,65.0
134.0,0.0,0.0,0.00,0.0,12.86,0.59,7.3,100.0,780.0,0.00,0.0,0.0,433,31.2,30.6,64.4
135.0,0.0,0.0,0.00,0.0,12.89,0.68,9.7,100.0,780.0,0.00,0.0,0.0,417,31.2,30.5,65.0
136.0,0.0,0.0,0.00,0.0,12.88,0.82,10.6,100.0,780.0,0.00,0.0,0.0,337,31.2,30.6,65.0
137.0,0.0,0.0,0.00,0.0,12.86,0.47,6.0,100.0,780.0,0.00,0.0,0.0,206,31.2,30.5,64.4
138.0,0.0,0.0,0.00,0.0,12.86,0.58,8.3,100.0,780.0,0.00,0.0,0.0,339,31.2,30.5,64.4
139.0,0.0,0.0,0.00,0.0,12.87,0.82,10.5,100.0,780.0,0.00,0.0,0.0,345,31.2,30.5,65.0
140.0,0.0,0.0,0.00,0.0,12.86,0.81,10.5,100.0,780.0,0.00,0.0,0.0,347,31.2,30.5,64.4
141.0,0.0,0.0,0.00,0.0,12.88,0.64,8.3,100.0,780.0,0.00,0.0,0.0,213,31.2,30.5,65.0
142.0,0.0,0.0,0.00,0.0,12.86,0.68,7.8,100.0,780.0,0.00,0.0,0.0,536,31.2,30.5,65.0
143.0,0.0,0.0,0.00,0.0,12.90,0.82,10.6,100.0,780.0,0.00,0.0,0.0,379,31.2,30.5,64.4
144.0,0.0,0.0,0.00,0.0,12.86,0.63,8.1,100.0,780.0,0.00,0.0,0.0,341,31.2,30.5,64.4
145.0,0.0,0.0,0.00,0.0,12.85,0.54,7.9,100.0,780.0,0.00,0.0,0.0,209,31.2,30.5,65.0
146.0,0.0,0.0,0.00,0.0,12.88,0.75,9.7,100.0,780.0,0.00,0.0,0.0,543,31.2,30.6,65.0
147.0,0.0,0.0,0.00,0.0,12.88,0.82,10.6,100.0,780.0,0.00,0.0,0.0,239,31.2,30.6,65.0
148.0,0.0,0.0,0.00,0.0,12.87,0.67,8.7,100.0,780.0,0.00,0.0,0.0,366,31.2,30.5,64.4
149.0,0.0,0.0,0.00,0.0,12.88,0.70,9.9,100.0,780.0,0.00,0.0,0.0,341,31.2,30.5,65.0
150.0,0.0,0.0,0.00,0.0,12.87,0.54,7.8,100.0,780.0,0.00,0.0,0.0,343,31.2,30.5,64.4
151.0,0.0,0.0,0.00,0.0,12.88,0.77,9.0,100.0,780.0,0.00,0.0,0.0,553,31.2,30.5,65.0
152.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,510,31.2,30.5,64.4
153.0,0.0,0.0,0.00,0.0,12.88,0.66,9.6,100.0,780.0,0.00,0.0,0.0,341,31.2,30.5,64.4
154.0,0.0,0.0,0.00,0.0,12.86,0.34,5.0,100.0,780.0,0.00,0.0,0.0,406,31.2,30.5,64.4
155.0,0.0,0.0,0.00,0.0,12.87,0.64,8.2,100.0,780.0,0.00,0.0,0.0,209,31.2,30.5,64.4
156.0,0.0,0.0,0.00,0.0,12.88,0.70,9.0,100.0,780.0,0.00,0.0,0.0,217,31.2,30.5,65.0
157.0,0.0,0.0,0.00,0.0,12.86,0.55,6.4,100.0,780.0,0.00,0.0,0.0,209,31.2,30.6,64.4
158.0,0.0,0.0,0.00,0.0,12.86,0.54,6.9,100.0,780.0,0.00,0.0,0.0,210,31.2,30.5,64.4
159.0,0.0,0.0,0.00,0.0,12.86,0.70,9.1,100.0,780.0,0.00,0.0,0.0,331,31.2,30.6,64.4
160.0,0.0,0.0,0.00,0.0,12.88,0.73,9.6,100.0,780.0,0.00,0.0,0.0,541,31.2,30.5,64.4
161.0,0.0,0.0,0.00,0.0,12.86,0.47,5.7,100.0,780.0,0.00,0.0,0.0,538,31.2,30.5,64.4
162.0,0.0,0.0,0.00,0.0,12.88,0.77,9.9,100.0,780.0,0.00,0.0,0.0,338,31.2,30.5,65.0
163.0,0.0,0.0,0.00,0.0,12.89,0.82,10.6,100.0,780.0,0.00,0.0,0.0,209,31.2,30.5,64.4
164.0,0.0,0.0,0.00,0.0,12.86,0.54,5.8,100.0,780.0,0.00,0.0,0.0,207,31.2,30.5,65.0
165.0,0.0,0.0,0.00,0.0,12.88,0.68,7.8,100.0,780.0,0.00,0.0,0.0,212,31.2,30.5,65.0
166.0,0.0,0.0,0.00,0.0,12.86,0.59,8.3,100.0,780.0,0.00,0.0,0.0,539,31.2,30.5,65.0
167.0,0.0,0.0,0.00,0.0,12.88,0.61,9.0,100.0,780.0,0.00,0.0,0.0,339,31.2,30.5,64.4
