Timestamp,Elapsed_Sec,INA1_Voltage_V,INA1_Current_A,INA1_Power_W,Energy_Wh,Capacity_mAh,AC_Voltage_V,AC_Current_A,AC_Power_W,CPU_Temp_C,RPM
2026-08-23 16:44:38.670,284.6,12.480,0.180,2.520,0.2252,18.03,364.6,1.04,321.2,62.2,0
2026-08-23 16:44:39.726,285.7,12.480,0.210,2.670,0.2260,18.09,364.7,1.04,321.3,62.2,0
2026-08-23 16:44:40.782,286.7,12.490,0.370,4.360,0.2273,18.20,364.7,1.04,321.1,62.2,0
2026-08-23 16:44:41.787,287.7,12.480,0.190,2.490,0.2280,18.25,364.7,1.04,321.3,62.2,0
2026-08-23 16:44:42.891,288.8,12.490,0.250,3.470,0.2290,18.33,364.9,1.04,322.1,62.2,0
2026-08-23 16:44:43.964,289.9,12.490,0.240,2.960,0.2299,18.40,364.6,1.04,320.9,62.8,0
2026-08-23 16:44:44.999,290.9,12.480,0.200,2.490,0.2306,18.46,364.8,1.04,321.6,62.2,0
2026-08-23 16:44:46.024,292.0,12.480,0.180,2.500,0.2314,18.51,364.8,1.04,321.6,62.2,0
2026-08-23 16:44:47.064,293.0,12.490,0.260,3.190,0.2323,18.58,364.7,1.04,321.2,62.2,0
2026-08-23 16:44:48.124,294.1,12.490,0.250,3.890,0.2334,18.66,364.7,1.04,321.3,62.2,0
2026-08-23 16:44:49.180,295.1,12.480,0.160,2.410,0.2341,18.70,364.8,1.04,321.4,62.8,0
2026-08-23 16:44:50.205,296.1,12.480,0.220,3.000,0.2350,18.77,364.8,1.04,321.6,62.2,0
2026-08-23 16:44:51.234,297.2,12.480,0.170,2.080,0.2356,18.82,364.7,1.04,321.2,62.2,0
2026-08-23 16:44:52.260,298.2,12.490,0.320,4.050,0.2367,18.91,364.8,1.04,321.3,62.2,0
2026-08-23 16:44:53.352,299.3,12.480,0.220,2.550,0.2375,18.97,364.6,1.04,321.1,62.2,0
2026-08-23 16:44:54.363,300.3,12.490,0.370,4.580,0.2388,19.08,364.8,1.04,321.9,62.2,0
